Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total TCP Flow Time,Label
192.168.175.102-192.168.175.43-50478-80-6,192.168.175.102,50478,192.168.175.43,80,6,2024-11-07 02:41:25.260974,802831,7,6,213.0,4521.0,213.0,0.0,30.42857142857143,80.5064327509654,4086.0,0.0,753.5,1641.8311423529522,5896.633288948733,16.192698089635304,66902.58333333333,195146.72848559055,679527.0,0.0,802788.0,133798.0,271496.9316386467,681988.0,0.0,802764.0,160552.8,293292.59613600885,679527.0,267.0,1,2,0,0,0,0,152,132,8.719145125188241,7.473552964447063,0.0,4086.0,364.15384615384613,1125.688148508417,1267173.8076923077,2,2,0,3,12,0,0,0,0.8571428571428571,364.15384615384613,30.428571428571427,753.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,802831,NeedManualLabel
192.168.175.102-192.168.175.43-50570-80-6,192.168.175.102,50570,192.168.175.43,80,6,2024-11-07 02:41:27.445969,270816,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,16771.534916696208,48.003072196620586,22568.0,60641.485030688964,210200.0,1.0,270766.0,45127.66666666667,83056.43093383357,210200.0,1.0,270178.0,54035.6,89624.78564437407,210549.0,649.0,1,2,0,0,0,0,152,132,25.847808105872623,22.155264090747963,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,270816,NeedManualLabel
192.168.175.102-192.168.175.43-50472-80-6,192.168.175.102,50472,192.168.175.43,80,6,2024-11-07 02:41:24.924122,337379,7,6,88.0,3823.0,88.0,0.0,12.571428571428573,33.26087362481199,3487.0,0.0,637.1666666666667,1402.5816791426682,11592.304203877538,38.53233307348709,28114.916666666668,63480.91033668501,202339.0,0.0,336852.0,56142.0,83754.09997606087,202339.0,0.0,337340.0,67468.0,89568.96281357734,203804.0,2064.0,1,2,0,0,0,0,152,132,20.74817934726228,17.78415372622481,0.0,3487.0,300.84615384615387,961.9078131638403,925266.6410256414,2,2,0,3,12,0,0,0,0.8571428571428571,300.84615384615387,12.571428571428571,637.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,337379,NeedManualLabel
192.168.175.102-192.168.175.43-50623-80-6,192.168.175.102,50623,192.168.175.43,80,6,2024-11-07 02:41:28.702493,315454,7,6,260.0,4463.0,260.0,0.0,37.142857142857146,98.27076298239909,4086.0,0.0,743.8333333333334,1644.2503965840076,14972.071997819015,41.210445897024606,26287.833333333332,64556.51483613315,209231.0,0.0,315405.0,52567.5,87541.66739730287,211047.0,0.0,315416.0,63083.2,92714.94561126594,209231.0,376.0,1,2,0,0,0,0,152,132,22.190240098397865,19.02020579862674,0.0,4086.0,363.3076923076923,1125.063804458469,1265768.564102564,2,2,0,3,12,0,0,0,0.8571428571428571,363.3076923076923,37.142857142857146,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,315454,NeedManualLabel
192.168.175.102-192.168.175.43-50645-80-6,192.168.175.102,50645,192.168.175.43,80,6,2024-11-07 02:41:29.021177,413323,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,11422.059745042014,31.452399213206135,34443.583333333336,79522.40773570261,207642.0,0.0,413287.0,68881.16666666667,106284.23869307559,210402.0,0.0,413298.0,82659.6,111965.06849147193,207642.0,568.0,1,2,0,0,0,0,152,132,16.93590726864946,14.516491944556678,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,413323,NeedManualLabel
192.168.175.102-192.168.175.43-50626-80-6,192.168.175.102,50626,192.168.175.43,80,6,2024-11-07 02:41:28.735018,124261,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,36552.09599150176,104.61850459919042,10355.083333333334,29566.383904262668,102777.0,0.0,124217.0,20702.833333333332,40929.60072816087,102777.0,0.0,124231.0,24846.2,44441.96617162657,103182.0,397.0,1,2,0,0,0,0,152,132,56.33304093802561,48.285463661164805,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,124261,NeedManualLabel
192.168.175.102-192.168.175.43-50579-80-6,192.168.175.102,50579,192.168.175.43,80,6,2024-11-07 02:41:27.716735,266306,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,17055.56765525373,48.81602367201641,22192.166666666664,66084.1309376758,230272.0,0.0,266234.0,44372.333333333336,91845.95805296315,230272.0,0.0,266062.0,53212.4,99973.18470369943,230665.0,403.0,1,2,0,0,0,0,152,132,26.285551208008833,22.53047246400757,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,266306,NeedManualLabel
192.168.175.102-192.168.175.43-50571-80-6,192.168.175.102,50571,192.168.175.43,80,6,2024-11-07 02:41:27.455890,691427,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,6827.90807995638,18.8016956236884,57618.91666666666,159275.0706770342,552526.0,0.0,691324.0,115220.66666666666,224941.96317954254,564956.0,0.0,691407.0,138281.4,237700.33207339025,552526.0,388.0,1,2,0,0,0,0,152,132,10.123989951216831,8.67770567247157,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,691427,NeedManualLabel
192.168.175.102-192.168.175.43-50640-80-6,192.168.175.102,50640,192.168.175.43,80,6,2024-11-07 02:41:28.912694,285350,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,16544.594357806203,45.558086560364465,23779.166666666664,56700.83055962686,177768.0,0.0,285312.0,47552.0,76061.99547474415,178734.0,0.0,285320.0,57064.0,80532.0607273898,177768.0,507.0,1,2,0,0,0,0,152,132,24.53127737865779,21.02680918170668,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,285350,NeedManualLabel
192.168.175.102-192.168.175.43-50607-80-6,192.168.175.102,50607,192.168.175.43,80,6,2024-11-07 02:41:28.422463,346248,7,6,257.0,4463.0,257.0,0.0,36.71428571428571,97.1368695633714,4086.0,0.0,743.8333333333334,1644.2503965840076,13631.847692983065,37.545343222199115,28853.999999999996,72729.74492161811,239158.0,0.0,346227.0,57704.5,98499.89618827017,239813.0,0.0,346192.0,69238.4,105186.8703180202,239158.0,323.0,1,2,0,0,0,0,152,132,20.216723273491834,17.328619948707285,0.0,4086.0,363.0769230769231,1125.0870678558217,1265820.9102564103,2,2,0,3,12,0,0,0,0.8571428571428571,363.0769230769231,36.714285714285715,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,346248,NeedManualLabel
192.168.175.102-192.168.175.43-50538-80-6,192.168.175.102,50538,192.168.175.43,80,6,2024-11-07 02:41:26.811267,484413,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,9745.816070171528,26.836604302526975,40367.75,110100.8096445542,377157.0,0.0,484387.0,80731.16666666666,152121.59725484962,379686.0,0.0,483972.0,96794.4,163102.1795633032,377157.0,344.0,1,2,0,0,0,0,152,132,14.450479239822219,12.386125062704759,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,484413,NeedManualLabel
192.168.175.102-192.168.175.43-50638-80-6,192.168.175.102,50638,192.168.175.43,80,6,2024-11-07 02:41:28.905021,134290,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,33822.32481942066,96.8054211035818,11190.833333333334,30502.868392194123,105182.0,0.0,134254.0,22375.666666666664,41950.80939227116,105182.0,0.0,134074.0,26814.8,45349.559702383,105577.0,527.0,1,2,0,0,0,0,152,132,52.12599597885174,44.679425124730066,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,134290,NeedManualLabel
192.168.175.102-192.168.175.43-50499-80-6,192.168.175.102,50499,192.168.175.43,80,6,2024-11-07 02:41:25.919120,448744,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,10520.474925570035,28.969746670707575,37395.33333333333,100037.2915688157,340067.0,0.0,448727.0,74787.83333333333,137059.78738115227,340982.0,0.0,448249.0,89649.8,147249.74171012998,340067.0,426.0,1,2,0,0,0,0,152,132,15.599094361150234,13.370652309557343,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,448744,NeedManualLabel
192.168.175.102-192.168.175.43-50586-80-6,192.168.175.102,50586,192.168.175.43,80,6,2024-11-07 02:41:27.870412,596671,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,7912.233039648316,21.787551263594178,49722.583333333336,126911.57670774945,440296.0,0.0,596643.0,99440.5,172829.28884161968,442382.0,0.0,596433.0,119286.6,184312.20072827517,440296.0,781.0,1,2,0,0,0,0,152,132,11.731758372704556,10.05579289088962,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,596671,NeedManualLabel
192.168.175.102-192.168.175.43-50641-80-6,192.168.175.102,50641,192.168.175.43,80,6,2024-11-07 02:41:28.919328,129864,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,34975.050822398814,100.1047249430173,10822.0,29706.639040640548,102570.0,0.0,129836.0,21639.333333333336,40877.91740128974,102570.0,0.0,129843.0,25968.6,44281.503320235184,103063.0,216.0,1,2,0,0,0,0,152,132,53.90254420008624,46.20218074293106,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,129864,NeedManualLabel
192.168.175.102-192.168.175.43-50655-80-6,192.168.175.102,50655,192.168.175.43,80,6,2024-11-07 02:41:29.152499,120526,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,37684.81489471152,107.86054461278064,10043.833333333334,29435.403167037828,102580.0,0.0,120441.0,20073.5,40887.544512968736,102580.0,0.0,120501.0,24100.2,44504.04158837712,102989.0,628.0,1,2,0,0,0,0,152,132,58.078754791497275,49.781789821283375,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,120526,NeedManualLabel
192.168.175.102-192.168.175.43-50569-80-6,192.168.175.102,50569,192.168.175.43,80,6,2024-11-07 02:41:27.445968,667760,7,6,262.0,4463.0,262.0,0.0,37.42857142857142,99.02669192841753,4086.0,0.0,743.8333333333334,1644.2503965840076,7075.895531328621,19.468072361327422,55646.666666666664,153354.59654215147,531013.0,0.0,667374.0,111229.0,212899.09027893943,535717.0,0.0,667682.0,133536.4,227425.7597498577,531013.0,1639.0,1,2,0,0,0,0,152,132,10.48280819456092,8.985264166766502,0.0,4086.0,363.46153846153845,1125.0486371252737,1265734.4358974358,2,2,0,3,12,0,0,0,0.8571428571428571,363.46153846153845,37.42857142857143,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,667760,NeedManualLabel
192.168.175.102-192.168.175.43-50539-80-6,192.168.175.102,50539,192.168.175.43,80,6,2024-11-07 02:41:26.812215,484481,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,9744.44818269447,26.832837613858956,40373.416666666664,110890.44057369774,380524.0,0.0,484143.0,80690.5,152898.58853861273,382010.0,0.0,484449.0,96889.8,164336.8561117682,380524.0,328.0,1,2,0,0,0,0,152,132,14.448451022847129,12.384386591011825,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,484481,NeedManualLabel
192.168.175.102-192.168.175.43-50469-80-6,192.168.175.102,50469,192.168.175.43,80,6,2024-11-07 02:41:24.814245,457172,7,6,88.0,3823.0,88.0,0.0,12.571428571428573,33.26087362481199,3487.0,0.0,637.1666666666667,1402.5816791426682,8554.767133595233,28.435687224939407,38097.66666666667,86079.7622845794,286460.0,0.0,457158.0,76193.0,113660.61612361601,286460.0,0.0,457146.0,91429.2,120163.43914519092,286949.0,20.0,1,2,0,0,0,0,152,132,15.311523890351989,13.12416333458742,0.0,3487.0,300.84615384615387,961.9078131638403,925266.6410256414,2,2,0,3,12,0,0,0,0.8571428571428571,300.84615384615387,12.571428571428571,637.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,457172,NeedManualLabel
192.168.175.102-192.168.175.43-50524-80-6,192.168.175.102,50524,192.168.175.43,80,6,2024-11-07 02:41:26.420994,280150,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,16212.743173300018,46.403712296983755,23345.833333333332,59950.95746727006,208169.0,1.0,278751.0,46458.5,81590.67403263685,208169.0,1.0,280024.0,56004.8,88159.07806176288,209801.0,876.0,1,2,0,0,0,0,152,132,24.986614313760484,21.41709798322327,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,280150,NeedManualLabel
192.168.175.102-192.168.175.43-50608-80-6,192.168.175.102,50608,192.168.175.43,80,6,2024-11-07 02:41:28.432309,370487,7,6,259.0,4463.0,259.0,0.0,37.0,97.89279850938985,4086.0,0.0,743.8333333333334,1644.2503965840076,12745.386477798142,35.088950489490855,30873.916666666664,78716.5347715902,261843.0,0.0,370459.0,61743.16666666667,107083.7201135946,263007.0,0.0,370458.0,74091.6,114300.66450069308,261843.0,437.0,1,2,0,0,0,0,152,132,18.894050263572,16.194900225918857,0.0,4086.0,363.2307692307692,1125.0714906059789,1265785.858974359,2,2,0,3,12,0,0,0,0.8571428571428571,363.2307692307692,37.0,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,370487,NeedManualLabel
192.168.175.102-192.168.175.43-50498-80-6,192.168.175.102,50498,192.168.175.43,80,6,2024-11-07 02:41:25.919120,427368,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,11046.685760281536,30.418749181033675,35614.0,93572.87747768873,316254.0,0.0,427317.0,71219.5,128148.86678663999,317847.0,0.0,427231.0,85446.2,137004.21793944886,316254.0,925.0,1,2,0,0,0,0,152,132,16.379326482095056,14.039422698938619,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,427368,NeedManualLabel
192.168.175.102-192.168.175.43-50553-80-6,192.168.175.102,50553,192.168.175.43,80,6,2024-11-07 02:41:27.108404,626381,7,6,260.0,4463.0,260.0,0.0,37.142857142857146,98.27076298239909,4086.0,0.0,743.8333333333334,1644.2503965840076,7540.139308184635,20.754141648613224,52198.416666666664,128321.43025405759,416594.0,0.0,626345.0,104390.83333333334,173103.555714395,418251.0,0.0,626189.0,125237.80000000002,184050.7714550526,416594.0,1254.0,1,2,0,0,0,0,152,132,11.175307041560968,9.578834607052258,0.0,4086.0,363.3076923076923,1125.063804458469,1265768.564102564,2,2,0,3,12,0,0,0,0.8571428571428571,363.3076923076923,37.142857142857146,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,626381,NeedManualLabel
192.168.175.102-192.168.175.43-50567-80-6,192.168.175.102,50567,192.168.175.43,80,6,2024-11-07 02:41:27.401082,650360,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,7259.056522541361,19.988929208438403,54196.66666666667,141459.30503237466,481785.0,0.0,650293.0,108382.16666666667,193131.80436418718,483458.0,0.0,650256.0,130051.2,206740.9011968846,481785.0,822.0,1,2,0,0,0,0,152,132,10.763269573774524,9.225659634663877,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,650360,NeedManualLabel
192.168.175.102-192.168.175.43-50622-80-6,192.168.175.102,50622,192.168.175.43,80,6,2024-11-07 02:41:28.677297,409044,7,6,259.0,4463.0,259.0,0.0,37.0,97.89279850938985,4086.0,0.0,743.8333333333334,1644.2503965840076,11543.990377563294,31.78142204750589,34087.0,78607.99714463478,202844.0,0.0,409023.0,68170.5,104508.16401363102,203333.0,0.0,409003.0,81800.6,110340.26369961239,203436.0,830.0,1,2,0,0,0,0,152,132,17.11307341019548,14.66834863731041,0.0,4086.0,363.2307692307692,1125.0714906059789,1265785.858974359,2,2,0,3,12,0,0,0,0.8571428571428571,363.2307692307692,37.0,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,409044,NeedManualLabel
192.168.175.102-192.168.175.43-50484-80-6,192.168.175.102,50484,192.168.175.43,80,6,2024-11-07 02:41:25.271404,390420,7,6,212.0,4521.0,212.0,0.0,30.28571428571428,80.12846827795616,4086.0,0.0,753.5,1641.8311423529522,12122.842067517033,33.29747451462528,32535.0,77434.89972404385,254480.0,0.0,389939.0,64989.833333333336,108279.75492660975,264787.0,0.0,389862.0,77972.4,111636.34074664037,254480.0,950.0,1,2,0,0,0,0,152,132,17.929409354028994,15.36806516059628,0.0,4086.0,364.07692307692304,1125.6993723561707,1267199.0769230768,2,2,0,3,12,0,0,0,0.8571428571428571,364.0769230769231,30.285714285714285,753.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,390420,NeedManualLabel
192.168.175.102-192.168.175.43-50611-80-6,192.168.175.102,50611,192.168.175.43,80,6,2024-11-07 02:41:28.487411,129837,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,34982.32399085006,100.12554202577077,10819.75,29409.527297134668,102422.0,0.0,129814.0,21635.666666666668,40469.15297688681,102422.0,0.0,129780.0,25956.0,43828.28909505823,103044.0,511.0,1,2,0,0,0,0,152,132,53.91375339849195,46.211788627278814,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,129837,NeedManualLabel
192.168.175.102-192.168.175.43-50473-80-6,192.168.175.102,50473,192.168.175.43,80,6,2024-11-07 02:41:24.963382,304863,7,6,88.0,3823.0,88.0,0.0,12.571428571428573,33.26087362481199,3487.0,0.0,637.1666666666667,1402.5816791426682,12828.7132252848,42.64210481429363,25405.25,53642.94133370968,163115.0,0.0,304852.0,50808.666666666664,69430.70898576989,163115.0,0.0,304827.0,60965.4,72873.41860582636,164254.0,1151.0,1,2,0,0,0,0,152,132,22.961133361542725,19.680971452750907,0.0,3487.0,300.84615384615387,961.9078131638403,925266.6410256414,2,2,0,3,12,0,0,0,0.8571428571428571,300.84615384615387,12.571428571428571,637.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,304863,NeedManualLabel
192.168.175.102-192.168.175.43-50636-80-6,192.168.175.102,50636,192.168.175.43,80,6,2024-11-07 02:41:28.866058,121319,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,37438.48861266578,107.15551562409846,10109.916666666668,29310.162452508244,102233.0,0.0,121289.0,20214.833333333336,40606.94507798718,102233.0,0.0,121294.0,24258.8,44191.13612139883,102594.0,322.0,1,2,0,0,0,0,152,132,57.699123797591476,49.45639182650698,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,121319,NeedManualLabel
192.168.175.127-224.0.0.251-5353-5353-17,192.168.175.127,5353,224.0.0.251,5353,17,2024-11-07 02:40:56.246370,8575737,14,0,3310.0,0.0,525.0,129.0,236.42857142857142,121.38224067650238,0,0,0,0,385.97265751036906,1.6325127507991442,659672.0769230769,810987.5491058687,2899024.0,0.0,8575737.0,659672.0769230769,810987.5491058687,2899024.0,0.0,0,0,0,0,0,0,0,0,0,0,0,112,0,1.6325127507991442,0.0,129.0,525.0,236.42857142857142,121.38224067650238,14733.64835164835,0,0,0,0,0,0,0,0,0.0,236.42857142857142,236.42857142857142,0.0,2640.0,12.0,641.8343235977926,0.0,0.0,0.0,7.0,1655.0,0.0,0.0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,8575737,NeedManualLabel
